Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,C128,C135_6,C135_Other,C144,C144_OTHER,C149A,C149B,C149_OTHER,C129,C130,C131,C132,C133,C134,C135_1,C135_2,C135_3,C135_4,C135_5,C136,C137_1,C137_2,C137_3,C137_4,C137_5,C137_6,C138,C139,C140,C141,C142,C143,C145,C146,C147,C148,C150,C151
129,12,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,second,,,,,Duration of service too short,Breaks down too often,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,0102,Paid,84000,Yes,Yes,4,,Reseller
129,12,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,Duration of service too short,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,0102,Paid,5000,No,No,3,No,Reseller
129,14,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,First,Yes,Telephone,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar lighting system,No,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,24,No,3,01,Paid,80000,Yes,No,12,,Reseller
129,14,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,second,Yes,Telephone,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,24,No,3,0102,Paid,80000,Yes,No,12,,Reseller
129,14,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,third,,,,,Recurrent cost related to solar device is too expensive,Cannot power large appliances,,Solar lighting system,No,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,24,No,3,0102,Paid,80000,Yes,No,12,,Reseller
129,17,892.101,732.2995303766854,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,Humanitarian agencies,,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,2,,Owner
130,1,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,Local private organizations (NGO),,Duration of service too short,Breaks down too often,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,For free,,,No,2,No,"Other, specify"
130,3,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,Local government,,Quality of light,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,02,For free,,,Yes,4,,"Other, specify"
130,5,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,Maintenance and availability of spare parts,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,01,Paid,85000,Yes,No,12,No,Relative/friend
130,8,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,Humanitarian agencies,,Quality of light,Battery problems,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,01,For free,,,No,4,No,Owner
130,10,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,Breaks down too often,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,3,0102,Paid,180000,Yes,Yes,24,Yes,Reseller
130,11,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,No,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,7,01,Paid,8000,Yes,No,3,,Reseller
130,11,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,third,,,,,No problems,No other problem,,Solar lighting system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,50,No,7,01,Paid,14000,Yes,No,3,,Reseller
130,11,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,second,,,,,No problems,No other problem,,Solar lantern,Yes,Component-based/Local,Yes,3,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,50,No,7,01,Paid,14000,Yes,No,4,,Reseller
130,12,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,Local private organizations (NGO),,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,4,Yes,Yes,,,Yes,,Have appliances,,,,,,,Solar Home System,50,No,1,02,For free,,,No,24,,Reseller
130,14,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,Cannot power large appliances,Battery problems,,Solar lighting system,Yes,International brands,Yes,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,Yes,4,01,Paid,4800,Yes,Yes,4,No,Reseller
130,15,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,Local government,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,2,01,For free,,,No,8,,Owner
130,18,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,No,International brands,Yes,5,No,Yes,,,Yes,,Have appliances,,,,,,,Solar Home System,50,No,5,01,Paid,26000,Yes,No,24,,Reseller
130,18,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,second,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,5,Yes,Yes,,,Yes,,Have appliances,,,,,,,Solar Home System,50,No,5,0102,Paid,26000,Yes,No,24,,Reseller
130,20,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,second,Yes,Electric lamp,,,Breaks down too often,Battery problems,,Solar lantern,No,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,2,0102,Paid,37000,Yes,No,3,No,Reseller
130,20,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,Yes,No one,,,Cannot power large appliances,Quality of light,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,32,No,2,0102,Paid,37000,Yes,No,4,,Reseller
130,20,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,third,,,,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,Paid,5000,No,No,3,,Reseller
130,21,229.0288,237.3720863196101,Southern Province,Kamonyi,Urban,Ordinary HH,First,Yes,No one,Humanitarian agencies,,Duration of service too short,Battery problems,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,32,No,1,0102,For free,,,No,4,No,Owner
131,10,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,Yes,Telephone,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,50,No,1,01,Paid,7200,Yes,No,4,,Reseller
131,11,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,Local government,,Duration of service too short,Cannot power large appliances,,Solar home system,Yes,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,2,01,For free,,,No,1,,Reseller
131,12,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,Breaks down too often,,Solar lighting system,Yes,Component-based/Local,Yes,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,5,No,5,01,Paid,220000,Yes,Yes,6,No,Reseller
131,13,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,Local private organizations (NGO),,Duration of service too short,Quality of light,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,030405,For free,,,No,2,,Owner
131,13,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,second,,,,,Recurrent cost related to solar device is too expensive,Breaks down too often,,Solar home system,No,Component-based/Local,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,1,01,Paid,100000,Yes,Yes,3,No,Reseller
131,15,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,fourth,,,"Other, specify",His/her child,No problems,No other problem,,Solar lantern,No,International brands,No,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,For free,,,Yes,2,,Relative/friend
131,15,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,fifth,,,,,Quality of light,Battery problems,,Solar lighting system,No,Component-based/Local,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,Paid,15000,No,No,1,,Owner
131,15,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,3,0102,Paid,6000,Yes,Yes,9,,Reseller
131,15,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,second,,,,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,2000,Yes,Yes,2,,Owner
131,15,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,third,,,,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,Paid,20000,No,Yes,3,No,Reseller
131,17,1149.957150669643,1071.117946812548,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lighting system,Yes,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,20,No,1,01,Paid,10000,Yes,No,3,,Reseller
132,10,1520.222,1576.641906257993,Southern Province,Kamonyi,Rural,Ordinary HH,second,,,,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,14,No,2,01,Paid,80000,Yes,No,4,No,Reseller
132,10,1520.222,1576.641906257993,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,Quality of light,Breaks down too often,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,Paid,7000,Yes,No,2,,"Other, specify"
132,12,1520.222,1576.641906257993,Southern Province,Kamonyi,Rural,Ordinary HH,second,,,Relative/Friend,,No problems,No other problem,,Solar home system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,6,01,For free,,,No,1,,Relative/friend
132,12,1520.222,1576.641906257993,Southern Province,Kamonyi,Rural,Ordinary HH,First,,,,,Quality of light,No other problem,,Solar lighting system,Yes,International brands,Yes,2,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,17,No,6,01,Paid,2000,Yes,No,5,,Reseller
132,16,1520.222,1576.641906257993,Southern Province,Kamonyi,Rural,Ordinary HH,First,Yes,RADIO,,,Breaks down too often,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,50,No,1,01,Paid,5700,Yes,No,Don't know,No,Reseller
133,1,239.0984751381215,259.4020148173217,Southern Province,Kamonyi,Urban,Ordinary HH,First,Yes,RADIO and telePhone,,,Cannot power large appliances,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,Yes,3,0102,Paid,75000,Yes,Yes,4,,Reseller
133,20,239.0984751381215,259.4020148173217,Southern Province,Kamonyi,Urban,Ordinary HH,First,Yes,RADIO,,,Breaks down too often,Duration of service too short,,Solar lighting system,Yes,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,17,Yes,3,01,Paid,10000,Yes,Yes,6,No,Reseller
134,2,13.97709853399875,13.86102426978165,Southern Province,Kamonyi,Urban,Ordinary HH,second,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,Yes,2,01,Paid,5700,Yes,Yes,12,,Reseller
134,2,13.97709853399875,13.86102426978165,Southern Province,Kamonyi,Urban,Ordinary HH,First,,,,,Cannot power large appliances,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,02,Paid,7000,No,Yes,8,,Owner
135,1,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,1,02,Paid,20000,No,No,12,,Owner
135,2,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,0102,Paid,4500,No,No,6,,Owner
135,3,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,second,Yes,Telephone,,,No problems,No other problem,,Solar home system,No,International brands,Yes,2,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,15,No,1,01,Paid,12000,No,No,Don't know,,"Other, specify"
135,3,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,Battery problems,Cannot power large appliances,,Solar lighting system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,15,No,1,01,Paid,25000,No,No,20,No,Reseller
135,15,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,Local private organizations (NGO),,Cannot power large appliances,Duration of service too short,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,6,01,For free,,,No,3,,Reseller
135,16,69.04373227272727,67.85940640398653,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,Local government,,Duration of service too short,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,50,No,3,01,For free,,,No,2,,Reseller
136,1,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,second,Yes,RADIO and telePhone,Local private organizations (NGO),,No problems,No other problem,,Solar lantern,No,International brands,No,3,No,,,,,,Have appliances,,,,,,,,888,No,1,01,For free,,,No,3,,Reseller
136,1,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,Cannot power large appliances,Maintenance and availability of spare parts,,Solar lighting system,Yes,Component-based/Local,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,Paid,10000,Yes,Yes,2,Yes,Reseller
136,3,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,First,Yes,No one,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,6,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,7,0102,Paid,30000,Yes,No,24,,Owner
136,3,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,second,Yes,No one,,,No problems,No other problem,,Solar home system,No,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,5,0102,Paid,43000,Yes,No,12,,Owner
136,8,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,Duration of service too short,Cannot power large appliances,,Solar lighting system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,50,No,5,01,Paid,80000,Yes,No,7,,Reseller
136,14,55.98943,48.26352439243655,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,2500,No,No,2,,"Other, specify"
137,9,185.2749,182.0158117465682,Western Province,Karongi,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,1,01,Paid,24000,Yes,No,4,,Reseller
138,9,67.64816,66.71652854774486,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,Duration of service too short,Quality of light,,Solar lighting system,Yes,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,02,Paid,30000,No,Yes,3,,Relative/friend
138,10,67.64816,66.71652854774486,Western Province,Karongi,Rural,HH Surrounding Camp,First,Yes,RADIO and telePhone,,,No problems,No other problem,,Solar lantern,Yes,International brands,Yes,1,Yes,,,,,,Have appliances,,,,,,,Solar Lantern,,,20,01,Paid,28000,Yes,Yes,12,,Owner
138,16,67.64816,66.71652854774486,Western Province,Karongi,Rural,HH Surrounding Camp,First,Yes,No one,Local government,,Quality of light,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,60,No,5,0102,For free,,,Yes,12,,Relative/friend
138,17,67.64816,66.71652854774486,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,Local government,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,20,01,For free,,,Yes,12,,Other technician
138,18,67.64816,66.71652854774486,Western Province,Karongi,Rural,HH Surrounding Camp,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,6,01,Paid,130000,Yes,Yes,4,,Reseller
